n,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Bam Adebayo,0,0,0,0,3,6,0,80,5,2,0,0,4,4,8,15:29,0,2,0,0,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,17
Derrick Jones,0,0,0,0,0,1,0,25,4,1,0,0,1,0,2,5:04,-1,0,0,0,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,3
Wayne Ellington,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,NA
Udonis Haslem,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,NA
Nicolas Batum,3,60,5,4,1,7,3,70,10,1,75,4,7,6,20,32:20:00,6,1,1,1,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,33.5
Marvin Williams,0,0,2,1,2,1,0,25,4,0,0,0,1,1,2,18:06,-1,2,1,1,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,11
Cody Zeller,3,0,2,3,6,4,0,66.7,6,0,100,3,4,4,11,25:20:00,-6,1,2,1,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,19.5
Jeremy Lamb,0,33.3,3,0,3,1,1,50,6,0,0,0,3,1,7,19:07,2,0,0,2,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,16
Kemba Walker,3,50,8,1,0,4,4,42.9,14,0,75,4,6,4,19,35:17:00,1,8,0,0,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,39
Michael KiddGilchrist,4,0,0,0,3,8,0,55.6,9,4,100,4,5,4,14,25:39:00,19,1,0,0,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,19.5
Willy Hernangomez,2,0,1,2,3,8,0,60,5,3,100,2,3,5,8,18:24,14,1,1,1,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,19.5
Miles Bridges,0,0,0,0,2,3,0,0,2,0,0,2,0,3,0,16:20,5,1,0,1,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,7.5
Malik Monk,2,66.7,6,1,4,2,4,70,10,0,100,2,7,2,20,23:36,1,1,0,0,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,28.5
Tony Parker,7,100,1,2,2,1,1,53.3,15,0,87.5,8,8,1,24,25:09:00,19,11,0,0,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,34.5
Dwayne Bacon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:42,0,0,0,0,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,0
Bismack Biyombo,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,NA
Frank Kaminsky,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""""","Kogut""""",Ransom,CHARLOTTE,MIA,CHA,NA
Taurean Prince,2,20,5,4,6,4,1,25,12,0,100,2,3,4,9,26:16:00,-20,2,0,1,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,15
Vince Carter,0,40,5,1,1,3,2,50,8,1,0,1,4,2,10,23:43,-4,2,0,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,19
Alex Len,3,100,1,1,1,9,1,100,9,1,50,6,9,8,22,26:38:00,-11,1,2,2,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,42.5
Kent Bazemore,1,0,4,5,5,7,0,37.5,8,1,100,1,3,6,7,28:02:00,-32,2,2,1,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,20
Trae Young,3,75,4,3,2,1,3,69.2,13,0,60,5,9,1,24,31:24:00,-29,4,0,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,31
Jeremy Lin,2,33.3,6,2,3,1,2,36.4,11,0,100,2,4,1,12,23:30,0,8,0,1,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,28
Omari Spellman,0,50,2,2,3,4,1,33.3,3,0,0,0,1,4,3,20:23,-14,0,0,1,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,10
Dewayne Dedmon,0,0,0,1,4,4,0,50,4,1,0,0,2,3,4,15:43,-8,1,2,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,14.5
DeAndre Bembry,0,50,2,1,4,4,1,50,6,0,0,0,3,4,7,22:29,-2,4,1,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,21
Kevin Huerter,0,75,4,2,0,1,3,83.3,6,1,0,0,5,0,13,15:20,5,0,0,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,18
Miles Plumlee,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1:08,-1,1,0,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,2.5
Jaylen Adams,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2:42,3,0,1,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,3
Tyler Dorsey,0,100,1,0,0,0,1,100,1,0,0,0,1,0,3,2:42,3,0,0,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,5
Cedi Osman,7,60,5,5,1,5,3,45.5,11,1,77.8,9,5,4,20,33:39:00,33,3,0,1,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,26.5
Sam Dekker,2,100,2,0,2,9,2,66.7,6,0,100,2,4,9,12,28:49:00,17,4,0,3,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,38
Tristan Thompson,3,0,0,1,3,13,0,44.4,9,6,50,6,4,7,11,29:17:00,35,3,0,4,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,36.5
Rodney Hood,4,100,4,1,4,1,4,69.2,13,0,66.7,6,9,1,26,30:52:00,38,3,0,3,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,43.5
George Hill,3,100,2,1,4,2,2,75,8,0,100,3,6,2,17,20:18,24,3,0,1,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,26.5
Collin Sexton,8,50,2,3,3,8,1,40,10,4,88.9,9,4,4,17,27:42:00,-2,3,1,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,23.5
Larry Nance,3,0,0,0,2,1,0,37.5,8,0,75,4,3,1,9,16:15,-10,3,0,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,11.5
Kyle Korver,1,0,4,0,1,3,0,20,5,0,50,2,1,3,3,14:49,-15,0,0,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,5
Jordan Clarkson,0,20,5,1,0,2,1,46.7,15,1,0,0,7,1,15,27:15:00,4,1,0,1,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,22.5
David Nwaba,0,0,1,1,0,3,0,33.3,3,0,0,0,1,3,2,8:36,-11,0,0,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,4
Ante Zizic,2,0,0,0,0,1,0,50,2,1,100,2,1,0,4,2:28,-3,0,0,0,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,3
Channing Frye,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,NA
JR Smith,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""""","Myers""""",Taylor,CLEVELAND,ATL,CLE,NA
Justin Jackson,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,20:27,9,3,0,0,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,4.5
Nemanja Bjelica,2,60,5,2,1,8,3,61.5,13,1,50,4,8,7,21,30:26:00,5,1,1,2,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,41.5
Willie CauleyStein,2,0,0,1,3,11,0,40,15,2,50,4,6,9,14,29:47:00,13,1,0,1,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,26.5
Buddy Hield,6,25,4,2,2,11,1,60,15,0,100,6,9,11,25,38:40:00,13,3,1,0,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,37.5
DeAaron Fox,2,0,2,5,4,2,0,46.2,13,0,40,5,6,2,14,30:45:00,-13,5,0,2,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,22.5
Troy Williams,0,40,5,0,5,5,2,55.6,9,0,0,0,5,5,12,33:50:00,1,1,2,0,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,28.5
Kosta Koufos,0,0,0,0,2,5,0,66.7,3,0,0,0,2,5,4,12:35,3,1,1,0,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,13.5
Frank Mason,3,0,2,2,2,0,0,28.6,7,0,100,3,2,0,7,20:47,11,5,0,2,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,15.5
Marvin Bagley,2,66.7,3,3,1,9,2,42.9,7,5,50,4,3,4,10,22:43,-2,2,1,1,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,27
Yogi Ferrell,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,NA
Harry Giles,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,NA
Skal Labissiere,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,NA
Ben McLemore,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,NA
Jonathan Isaac,3,0,4,0,2,3,0,37.5,8,0,100,3,3,3,9,24:57:00,-6,1,0,1,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,13.5
Aaron Gordon,2,28.6,7,2,3,10,2,46.7,15,2,50,4,7,8,18,34:20:00,-6,3,2,2,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,44.5
Nikola Vucevic,5,0,2,3,1,15,0,45.5,11,5,83.3,6,5,10,15,27:15:00,-3,5,1,1,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,35.5
Evan Fournier,2,16.7,6,3,3,2,1,23.1,13,0,100,2,3,2,9,27:57:00,-4,2,0,1,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,14
DJ Augustin,2,33.3,6,1,3,4,2,28.6,7,2,100,2,2,2,8,26:37:00,-10,3,0,1,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,20.5
Terrence Ross,0,33.3,9,1,5,2,3,41.2,17,0,0,0,7,2,17,27:11:00,-2,2,0,3,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,36
Jerian Grant,1,33.3,3,1,2,2,1,33.3,3,1,50,2,1,1,4,21:23,2,6,0,0,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,15
Mo Bamba,0,100,1,2,3,7,1,75,4,0,0,1,3,7,7,24:26:00,-1,1,5,1,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,33.5
Jonathon Simmons,1,20,5,3,0,3,1,38.5,13,1,50,2,5,2,12,25:54:00,-10,5,0,0,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,20.5
Khem Birch,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,NA
Isaiah Briscoe,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,NA
Wes Iwundu,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,NA
Jarell Martin,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""""","Zarba""""",Nansel,SACRAMENTO,SAC,ORL,NA
Stanley Johnson,0,20,5,6,5,5,1,44.4,9,1,0,0,4,4,9,34:34:00,9,4,0,0,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,16
Blake Griffin,8,0,4,5,5,15,0,47.1,17,0,100,8,8,15,24,34:22:00,-13,3,1,0,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,33.5
Andre Drummond,1,0,0,0,4,12,0,47.1,17,4,25,4,8,8,17,31:15:00,1,2,1,2,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,40
Reggie Bullock,3,42.9,7,1,1,3,3,45.5,11,0,100,3,5,3,16,32:31:00,0,1,0,0,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,22.5
Reggie Jackson,3,20,5,3,2,2,1,22.2,9,0,100,3,2,2,8,26:46:00,-10,2,0,0,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,9
Bruce Brown,2,0,2,0,3,2,0,57.1,7,1,100,2,4,1,10,13:09,1,0,1,1,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,16
Ish Smith,2,50,6,2,2,4,3,33.3,12,1,100,2,4,3,13,27:50:00,3,2,0,1,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,25
Zaza Pachulia,3,0,0,0,2,4,0,33.3,3,3,100,3,1,1,5,16:45,-4,3,0,1,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,13.5
Glenn Robinson,1,0,0,0,2,3,0,0,1,1,50,2,0,2,1,10:53,-5,0,0,0,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,3
Jose Calderon,0,0,1,0,2,0,0,50,2,0,0,0,1,0,2,11:55,3,0,0,1,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,5
Henry Ellenson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,NA
Langston Galloway,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,NA
Jon Leuer,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,NA
Jayson Tatum,7,25,4,1,3,6,1,33.3,12,1,87.5,8,4,5,16,30:05:00,10,3,0,0,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,20.5
Gordon Hayward,0,0,2,1,0,4,0,30,10,1,0,0,3,3,6,25:53:00,-1,3,0,0,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,13.5
Al Horford,1,0,3,3,4,5,0,55.6,9,2,50,2,5,3,11,32:49:00,2,4,1,1,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,24
Jaylen Brown,1,25,4,0,2,5,1,46.2,13,1,50,2,6,4,14,32:12:00,1,3,1,1,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,30.5
Kyrie Irving,7,57.1,7,2,0,5,4,62.5,16,1,87.5,8,10,4,31,33:25:00,1,5,0,1,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,45.5
Aron Baynes,2,50,2,0,4,5,1,60,5,0,100,2,3,5,9,12:09,9,1,0,0,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,15.5
Marcus Morris,3,50,4,4,4,9,2,45.5,11,1,75,4,5,8,15,30:57:00,0,2,0,1,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,27
Marcus Smart,3,0,2,2,3,4,0,0,2,0,75,4,0,4,3,19:03,1,2,0,2,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,11
Terry Rozier,1,0,1,1,0,1,0,25,4,0,50,2,1,1,3,19:28,5,2,1,2,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,14
Robert Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,-7,0,0,0,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,0
Guerschon Yabusele,0,0,2,0,0,2,0,0,2,1,0,0,0,1,0,2:59,-6,0,1,0,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,5
Semi Ojeleye,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,NA
Brad Wanamaker,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""""","Taylor""""",Twardoski,BOSTON,DET,BOS,NA
Robert Covington,3,50,8,0,5,4,4,40,10,1,100,3,4,3,15,36:56:00,-17,1,2,4,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""""","Ervin""""",Ford,TORONTO,PHI,TOR,43.5
Dario Saric,1,20,5,3,2,5,1,33.3,9,2,50,2,3,3,8,31:37:00,-6,2,0,0,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""""","Ervin""""",Ford,TORONTO,PHI,TOR,14
Joel Embiid,6,75,4,2,4,11,3,52.4,21,5,85.7,7,11,6,31,32:32:00,-7,4,1,0,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""""","Ervin""""",Ford,TORONTO,PHI,TOR,49
Markelle Fultz,2,0,2,1,3,4,0,30,10,0,66.7,3,3,4,8,18:49,-5,1,0,1,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""""","Ervin""""",Ford,TORONTO,PHI,TOR,13.5
Ben Simmons,3,0,0,11,4,8,0,44.4,9,3,50,6,4,5,11,34:09:00,-13,10,0,0,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""""","Ervin""""",Ford,TORONTO,PHI,TOR,20
Amir Johnson,1,0,1,4,1,6,0,50,4,2,50,2,2,4,5,11:59,-4,1,1,1,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""""","Ervin""""",Ford,TORONTO,PHI,TOR,13.5
JJ Redick,0,27.3,11,1,2,3,3,33.3,15,2,0,0,5,1,13,29:53:00,-5,3,0,0,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""""","Ervin""""",Ford,TORONTO,PHI,TOR,25.5
Mike Muscala,5,33.3,3,1,1,5,1,60,5,2,100,5,3,3,12,16:03,-17,1,0,0,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""""","Ervin""""",Ford,TORONTO,PHI,TOR,14.5
Landry Shamet,0,33.3,6,0,2,0,2,37.5,8,0,0,0,3,0,8,16:25,-8,0,0,0,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""""","Ervin""""",Ford,TORONTO,PHI,TOR,12
TJ McConnell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7:48,-3,1,1,1,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""""","Ervin""""",Ford,TORONTO,PHI,TOR,7.5
Jonah Bolden,1,0,0,0,0,1,0,0,0,0,50,2,0,1,1,3:49,0,1,0,0,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""""","Ervin""""",Ford,TORONTO,PHI,TOR,2.5
Furkan Korkmaz,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""""","Ervin""""",Ford,TORONTO,PHI,TOR,NA
Kawhi Leonard,9,40,5,0,4,7,2,52.6,19,1,90,10,10,6,31,33:49:00,11,4,0,4,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""""","Ervin""""",Ford,TORONTO,PHI,TOR,51
Pascal Siakam,3,0,1,3,3,15,0,75,8,1,75,4,6,14,15,33:24:00,24,2,0,3,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""""","Ervin""""",Ford,TORONTO,PHI,TOR,36
Serge Ibaka,2,0,1,2,3,8,0,53.8,13,4,100,2,7,4,16,30:22:00,16,1,3,2,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""""","Ervin""""",Ford,TORONTO,PHI,TOR,36.5
