Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score,Season_Year,Years,Pos,Ht,Wt
Marc Gasol,3,66.7,3,0,1,5,2,70,10,0,42.9,7,7,5,19,36:11:00,14,6,0,5,30-Oct-18,101,24,21,27,23,22,24,32,29,107,95,"Collins""","Lewis""",Petraitis,MEMPHIS,WAS,MEM,49,2019,11,C,1-Jul,255
Marc Gasol,3,50,4,3,4,10,2,50,12,1,50,6,6,9,17,36:29:00,9,7,1,4,2-Nov-18,121,29,24,30,27,31,29,18,22,100,110,"Mauer""","Buchert""",Acosta,MEMPHIS,MEM,UTA,50.5,2019,11,C,1-Jul,255
Pau Gasol,0,0,0,2,2,5,0,0,1,0,0,0,0,5,0,14:50,12,5,2,1,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""","Barnaky""",Goldenberg,SAN,DAL,SAS,19.5,2019,18,F-C,Jul-00,250
Pau Gasol,0,0,0,1,1,9,0,57.1,7,0,0,0,4,9,8,16:06,17,4,3,0,31-Oct-18,109,28,32,34,26,15,24,27,24,90,120,"Mauer""","Dalen""",Buchert,SAN,SAS,PHX,31,2019,18,F-C,Jul-00,250
Rudy Gay,1,100,2,7,3,11,2,46.2,13,1,50,2,6,10,15,40:02:00,2,4,0,6,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""","Barnaky""",Goldenberg,SAN,DAL,SAS,46,2019,13,F,8-Jun,230
Rudy Gay,1,50,2,2,1,8,1,55.6,9,0,50,2,5,8,12,22:45,24,0,0,0,31-Oct-18,109,28,32,34,26,15,24,27,24,90,120,"Mauer""","Dalen""",Buchert,SAN,SAS,PHX,19,2019,13,F,8-Jun,230
Paul George,1,50,8,2,3,4,4,60,15,0,50,2,9,4,23,30:21:00,17,5,2,3,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""","Taylor""",Twardoski,OKLAHOMA,PHX,OKC,54.5,2019,9,F,9-Jun,220
Paul George,11,60,5,4,3,12,3,50,18,1,78.6,14,9,11,32,34:05:00,21,4,2,0,30-Oct-18,102,33,34,10,33,25,29,39,35,128,110,"Brown""","Forte""",Van,OKLAHOMA,LAC,OKC,47,2019,9,F,9-Jun,220
Paul George,3,0,10,2,1,10,0,20,20,1,75,4,4,9,11,39:20:00,9,3,3,4,1-Nov-18,110,24,20,29,38,22,26,29,30,107,111,"Boland""","Zarba""",Nansel,OKLAHOMA,OKC,CHA,41.5,2019,9,F,9-Jun,220
Paul George,1,66.7,6,3,0,4,4,50,12,0,100,1,6,4,17,29:26:00,14,7,0,2,2-Nov-18,118,35,44,31,24,30,20,35,26,111,134,"Capers""","Lindsay""",Smith,OKLAHOMA,OKC,WAS,41.5,2019,9,F,9-Jun,220
Taj Gibson,2,0,0,1,0,6,0,42.9,7,5,50,4,3,1,8,28:52:00,3,0,3,2,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""","Lindsay""",Smith,MINNESOTA,LAL,MIN,26,2019,10,F,9-Jun,225
Taj Gibson,0,0,1,1,4,2,0,71.4,7,1,0,0,5,1,10,24:14:00,3,2,0,2,31-Oct-18,106,25,31,40,29,32,33,36,27,128,125,"Goble""","Workman""",Petraitis,MINNESOTA,UTA,MIN,20,2019,10,F,9-Jun,225
Taj Gibson,0,50,4,0,3,3,2,50,10,2,0,0,5,1,12,24:08:00,-7,3,0,0,2-Nov-18,123,32,26,29,12,36,25,22,33,116,99,"Foster""","Dalen""",Barnaky,GOLDEN,MIN,GSW,23.5,2019,10,F,9-Jun,225
Rudy Gobert,5,0,0,3,3,16,0,69.2,13,6,83.3,6,9,10,23,33:03:00,-2,2,3,2,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""","Fraher""",Dalen,UTAH,UTA,DAL,49,2019,6,C,1-Jul,245
Rudy Gobert,4,0,0,1,3,13,0,75,12,4,44.4,9,9,9,22,33:30:00,13,3,3,1,31-Oct-18,106,25,31,40,29,32,33,36,27,128,125,"Goble""","Workman""",Petraitis,MINNESOTA,UTA,MIN,46.5,2019,6,C,1-Jul,245
Rudy Gobert,3,0,0,2,3,16,0,60,5,4,50,6,3,12,9,36:32:00,3,1,1,0,2-Nov-18,121,29,24,30,27,31,29,18,22,100,110,"Mauer""","Buchert""",Acosta,MEMPHIS,MEM,UTA,24.5,2019,6,C,1-Jul,245
